ID,Bug_ID,Classification,Title,Bug Description,Status Code,Priority,Severity,AI Solution,,,
302,9,Performance/Timeout Error,Expensive Computation in Request-Response Cycle,Complex ML inference or report generation executed synchronously causing request timeout.,503,High,High,Move expensive computation to async Celery task. Return 202 with job ID.,,,
303,9,Performance/Timeout Error,Missing Cache Warming Strategy,Cold start after deployment causes spike of slow responses while cache is empty.,503,Medium,Medium,Implement cache warming job that pre-populates common queries after deployment.,,,
304,9,Performance/Timeout Error,Inefficient String Concatenation in Loop,Building large string by concatenation in Python loop causing O(n²) memory allocation.,200,Low,Medium,Use list comprehension and join() instead of string concatenation.,,,
305,9,Performance/Timeout Error,Static Asset Cache Headers Not Configured,Static files served without cache headers causing browser to re-download on every load.,200,Medium,Medium,Set long-lived cache headers for versioned static assets. Use WhiteNoise with WHITENOISE_MAX_AGE.,,,
306,9,Performance/Timeout Error,Database Write Amplification on Update,Updating single field triggers re-saving of entire model including unchanged fields.,200,Medium,Medium,Use queryset.update() for single field updates. Use update_fields parameter on save().,,,
307,9,Performance/Timeout Error,Missing Background Job for Notification Sending,Email and push notification sending in request-response cycle adding seconds to response time.,503,High,High,Move notification sending to Celery tasks. Implement notification batching.,,,
308,9,Performance/Timeout Error,Redundant External API Calls in Serializer,Same external API called multiple times for different fields of same object.,200,High,High,Cache external API responses keyed by object ID. Batch external API calls where possible.,,,
309,9,Performance/Timeout Error,Missing Read-Replica for Heavy Read Workload,All read queries hitting primary database causing latency degradation during write-heavy periods.,200,High,High,Configure read replica and route read queries using DATABASE_ROUTERS.,,,
310,9,Performance/Timeout Error,Queryset Evaluated Multiple Times in View,Same queryset evaluated multiple times in view or template causing duplicate database queries.,200,Medium,Medium,Cache queryset result by converting to list. Pass list to serializer and template.,,,
311,9,Performance/Timeout Error,Missing CDN for Global API Performance,API served from single region causing high latency for international users.,200,Medium,Medium,Implement CDN with edge caching for cacheable API responses.,,,
312,9,Performance/Timeout Error,Slow Admin List View Without Pagination,Django admin list view displays thousands of records without pagination.,503,Medium,Medium,Configure list_per_page in ModelAdmin. Use show_full_result_count=False for large tables.,,,
313,9,Performance/Timeout Error,Missing Database Statement Timeout,Long-running database queries can run indefinitely consuming connection.,503,High,High,Set statement_timeout in PostgreSQL settings or Django database OPTIONS.,,,
314,9,Performance/Timeout Error,Inefficient Bulk Data Export,CSV data export processes entire dataset in memory at once causing OOM on large exports.,500,High,High,Stream CSV export using StreamingHttpResponse. Generate rows lazily using generator.,,,
315,9,Performance/Timeout Error,Missing Application Performance Monitoring,No APM configured making performance regressions invisible until users report slowness.,200,Medium,High,Integrate APM tool. Track P95 and P99 latency per endpoint. Set up alerting.,,,
316,9,Performance/Timeout Error,Thread Pool Exhaustion Under High Concurrency,Django application server thread pool exhausted under high concurrency.,503,High,High,Increase worker count if CPU-bound. Use async workers for I/O-bound applications.,,,
317,9,Performance/Timeout Error,Cache Key Collision Between Environments,Staging and production sharing same Redis instance with same cache keys causing data corruption.,200,High,Critical,Prefix cache keys with environment name. Use separate Redis databases per environment.,,,
318,9,Performance/Timeout Error,Missing Timeout on Webhook Delivery,Webhook delivery has no timeout causing thread to block when receiving server is slow.,503,Medium,High,Set explicit timeout on webhook delivery requests. Run webhook delivery in Celery task.,,,
319,9,Performance/Timeout Error,Slow Page Load Due to Synchronous Analytics,Page tracking analytics calls made synchronously before returning response.,503,Medium,Medium,Move analytics calls to async JavaScript. Queue analytics events in Redis for background processing.,,,
320,9,Performance/Timeout Error,Memory-Intensive Report Generation Causing OOM,Complex report generation loads entire dataset into pandas DataFrame causing OOM.,500,High,High,Use database aggregation instead of in-memory processing. Stream report generation in chunks.,,,
321,10,Deployment/Environment Error,Application Fails to Start Due to Missing Environment Variable,Application crashes on startup because required DATABASE_URL environment variable not set.,500,Critical,Critical,Add startup validation that checks all required environment variables. Provide clear error message.,,,
322,10,Deployment/Environment Error,Docker Container Running as Root User,Application container runs as root violating principle of least privilege.,200,Critical,Critical,Add USER directive to Dockerfile. Create application user with minimal permissions.,,,
323,10,Deployment/Environment Error,Blue-Green Deployment Causing Session Loss,Switching to new deployment causes active user sessions to be lost because sessions stored in-process.,503,High,High,Store sessions in external Redis. Configure SESSION_ENGINE to use cache backend.,,,
324,10,Deployment/Environment Error,Docker Image Not Using Specific Tag,Production Dockerfile uses latest tag for base image causing inconsistent builds.,200,High,High,Pin Docker base image to specific version tag or SHA digest. Lock all dependency versions.,,,
325,10,Deployment/Environment Error,Kubernetes Pod Crash Loop Due to Insufficient Memory,Application pod restart looping because memory limit set too low OOM killed on startup.,503,High,High,Profile actual memory usage. Set memory request and limit with 20% headroom.,,,
326,10,Deployment/Environment Error,Missing Health Check Causing Premature Traffic,Kubernetes sends traffic to pod before application is ready causing 503 during rolling deployment.,503,High,High,Implement readiness probe on health check endpoint. Set appropriate initialDelaySeconds.,,,
327,10,Deployment/Environment Error,CI/CD Pipeline Not Running Tests Before Deploy,Application deployed to production without running test suite allowing regressions.,500,High,High,Add test stage to CI/CD pipeline that runs before deployment. Block deployment on test failure.,,,
328,10,Deployment/Environment Error,Environment Variables Hardcoded in Docker Image,Secrets and configuration hardcoded in Dockerfile committed to version control.,200,Critical,Critical,Use Docker secrets or environment variable injection at runtime. Never COPY .env into image.,,,
329,10,Deployment/Environment Error,Missing Rolling Update Strategy Causing Downtime,Deployment strategy set to Recreate causing complete outage during deployment.,503,High,High,Set deployment strategy to RollingUpdate. Configure maxSurge and maxUnavailable.,,,
330,10,Deployment/Environment Error,Application Not Handling SIGTERM for Graceful Shutdown,Application terminates immediately on SIGTERM dropping active requests when pod is terminated.,503,High,High,Implement SIGTERM handler to stop accepting new requests and complete in-flight requests.,,,
331,10,Deployment/Environment Error,Missing Resource Limits Causing Node Resource Starvation,Kubernetes pods without resource limits consume entire node resources starving other pods.,503,High,High,Set CPU and memory requests and limits for all containers. Use ResourceQuota at namespace level.,,,
332,10,Deployment/Environment Error,Log Files Growing Without Rotation,Application writes logs directly to files without rotation filling disk and causing failure.,500,High,High,Configure log rotation using logrotate or Python logging RotatingFileHandler.,,,
333,10,Deployment/Environment Error,Missing Secrets Management - Plain Text Secrets in Git,Database passwords and API keys committed to git repository in plaintext.,200,Critical,Critical,Remove secrets from git history. Rotate all exposed secrets. Use secrets manager.,,,
334,10,Deployment/Environment Error,Nginx Configuration Serving Application Files,Nginx misconfigured to serve Python application source files as static content.,200,Critical,Critical,Configure Nginx to only serve specific static file directories. Audit Nginx configuration.,,,
335,10,Deployment/Environment Error,Application Port Conflict in Production,Application fails to start because configured port already in use by another service.,500,Medium,Medium,Use dynamic port assignment or service discovery. Configure application port via environment variable.,,,
336,10,Deployment/Environment Error,Missing Database Migration Check in Deployment,Application deployed with unapplied migrations causing IntegrityError on new features.,500,High,High,Add migration check as pre-deployment step. Block deployment if migrations pending.,,,
337,10,Deployment/Environment Error,SSL Certificate Installed on Wrong Domain,SSL certificate configured for wrong domain causing certificate validation error.,503,High,High,Issue certificate for correct domain. Use wildcard certificate for flexibility.,,,
338,10,Deployment/Environment Error,Container Image Too Large Causing Slow Deployment,Docker image is 2GB due to unnecessary build dependencies included in production image.,200,Medium,Medium,Use multi-stage Docker builds. Only include production dependencies in final image.,,,
339,10,Deployment/Environment Error,Missing Backup Before Database Migration,Production database migration run without backup risking data loss if migration fails.,500,Critical,Critical,Always backup database before running migrations in production. Test migration rollback.,,,
340,10,Deployment/Environment Error,Inconsistent Python Version Between Dev and Prod,Developer uses Python 3.11 but production runs Python 3.8 causing syntax errors.,500,High,High,Pin Python version in Dockerfile and pyproject.toml. Use .python-version file with pyenv.,,,
341,10,Deployment/Environment Error,Missing Smoke Tests After Deployment,No automated smoke tests run after deployment allowing broken deployments to go undetected.,500,High,High,Implement smoke test suite covering critical user paths. Run automatically after each deployment.,,,
342,10,Deployment/Environment Error,Kubernetes ConfigMap Not Updated with Application,Application code updated but ConfigMap with configuration not updated causing mismatch.,500,High,High,Version ConfigMaps alongside application code. Update ConfigMaps atomically with deployment.,,,
343,10,Deployment/Environment Error,Missing Horizontal Pod Autoscaler,Application does not scale under load because no HPA configured.,503,High,High,Configure HorizontalPodAutoscaler with CPU and memory targets. Test scaling with load testing.,,,
344,10,Deployment/Environment Error,Production Database Seeded with Test Data,Deployment script ran with wrong environment flag seeding production with test data.,500,Critical,Critical,Add environment check before running seed commands. Separate seed scripts per environment.,,,
345,10,Deployment/Environment Error,Missing Network Policy in Kubernetes,Kubernetes pods can communicate freely with any other pod violating network segmentation.,200,High,High,Implement NetworkPolicies to restrict pod-to-pod communication. Default deny all.,,,
346,10,Deployment/Environment Error,Deployment Credentials Stored in CI/CD Without Rotation,Long-lived deployment credentials stored as CI/CD secrets and never rotated.,200,High,High,Implement short-lived credentials using OIDC federation. Rotate long-lived credentials regularly.,,,
347,10,Deployment/Environment Error,Missing Rollback Procedure,No documented or automated rollback procedure causing extended outage on failed deployment.,503,Critical,Critical,Implement automated rollback on smoke test failure. Document manual rollback steps. Test regularly.,,,
348,10,Deployment/Environment Error,Production Config Not Isolated from Test Config,Test configuration leaks into production environment due to shared settings module.,500,High,Critical,Use separate configuration files for each environment. Validate critical settings at startup.,,,
349,10,Deployment/Environment Error,Missing Dependency Version Lock File,requirements.txt uses unpinned dependencies causing different versions in dev and prod.,500,High,High,Pin all dependency versions. Use pip-compile to generate locked requirements.,,,
350,10,Deployment/Environment Error,Application Deploy with Incompatible Migration,New code deployed while old migration was still being applied causing API errors.,500,High,High,Use backward-compatible migrations. Test migration concurrently with traffic.,,,
351,10,Deployment/Environment Error,Missing Monitoring and Alerting Configuration,No monitoring configured for production deployment causing silent failures.,500,High,High,Configure monitoring for key metrics. Set up alerting thresholds. Implement on-call rotation.,,,
352,10,Deployment/Environment Error,Container Timezone Misconfiguration,Docker container running in UTC but application assumes local timezone causing scheduling errors.,500,Medium,Medium,Set TZ environment variable in Docker container. Use UTC throughout and convert at display layer.,,,
353,10,Deployment/Environment Error,Missing Pre-Production Environment,Code deployed directly from development to production without staging validation.,500,High,High,Establish staging environment matching production configuration. Deploy to staging first.,,,
354,10,Deployment/Environment Error,Application Binary Not Matching Deployed Configuration,Application built with development dependencies but config points to production services.,500,High,High,Use consistent build process for all environments. Inject environment-specific config at runtime.,,,
355,10,Deployment/Environment Error,Missing Kubernetes Liveness Probe,Hung application process not restarted by Kubernetes because no liveness probe configured.,503,High,High,Configure liveness probe with appropriate endpoint timeout and failure threshold.,,,
356,10,Deployment/Environment Error,Docker Build Cache Causing Stale Dependencies,Docker layer cache serving stale Python dependencies causing old package versions to be used.,500,Medium,Medium,Use --no-cache flag for critical production builds. Structure Dockerfile to copy requirements.txt first.,,,
357,10,Deployment/Environment Error,Missing Kubernetes Pod Disruption Budget,Kubernetes cluster upgrade terminates too many pods simultaneously causing service outage.,503,High,High,Configure PodDisruptionBudget specifying minimum available pods.,,,
358,10,Deployment/Environment Error,Zero-Downtime Migration Not Implemented,Schema change migration requires exclusive table lock causing downtime during deployment.,503,High,High,Use online schema change tools. Break migrations into backward-compatible steps.,,,
359,10,Deployment/Environment Error,Deployment Fails Due to Insufficient Disk Space,Deployment fails because container image layers fill available disk space.,500,High,High,Implement regular cleanup of old Docker images. Monitor disk usage on deployment nodes.,,,
360,10,Deployment/Environment Error,Missing API Gateway Rate Limiting in Production,API deployed without rate limiting at gateway level vulnerable to DDoS.,500,High,High,Configure rate limiting at API gateway level. Implement application-level throttling as defense.,,,
361,1,Authentication Error,JWT Token Scope Not Validated on Resource Access,JWT contains a scope claim but protected endpoints do not verify the scope before granting access.,200,High,High,Read the scope claim in a custom permission class. Reject tokens whose scope does not include the required permission.,,,
362,1,Authentication Error,JWT Signed With Symmetric Key Shared Across Tenants,All tenants share the same HS256 signing key allowing cross-tenant token forgery.,200,Critical,Critical,Generate a unique signing key per tenant. Store keys in a secrets manager and load by tenant ID at verification time.,,,
363,1,Authentication Error,JWT Decoded Without Expiry Verification,simplejwt VERIFY_EXPIRATION set to False in settings disabling expiry enforcement.,200,Critical,Critical,Set VERIFY_EXPIRATION=True. Remove any code that disables expiry checks. Audit settings for other disabled verifications.,,,
364,1,Authentication Error,Refresh Token Lifetime Longer Than Access Token Without Rotation,Refresh tokens valid for 30 days without rotation give attackers long-lived access if intercepted.,200,High,High,Enable ROTATE_REFRESH_TOKENS=True and BLACKLIST_AFTER_ROTATION=True. Reduce REFRESH_TOKEN_LIFETIME.,,,
365,1,Authentication Error,JWT kid Header Not Validated Allowing Key Confusion,kid header accepted from token without cross-referencing a trusted key registry.,401,Critical,Critical,Maintain a server-side key registry keyed by kid. Reject tokens whose kid does not match a registered key.,,,
366,1,Authentication Error,Login Endpoint Returns 200 With Error Body Instead of 401,Failed authentication returns HTTP 200 with error in JSON body confusing client retry logic.,200,Medium,Medium,Return HTTP 401 for failed authentication. Follow RFC 7235 status code conventions.,,,
367,1,Authentication Error,JWT Token Cached on Client After Password Change,Old JWT remains valid after password change because no server-side invalidation occurs.,200,High,High,Embed a password_version claim in the JWT. Increment version on password change and reject tokens with old version.,,,
368,1,Authentication Error,Service Account JWT Never Expires,Machine-to-machine JWT issued without an expiry claim for a service account.,200,High,High,Always set exp claim even for service accounts. Use short-lived tokens with automated refresh via client credentials flow.,,,
369,1,Authentication Error,JWT Validation Skipped in Development Mode Leaking to Production,AUTH_DISABLED flag checked at runtime allows skipping JWT validation when set True in env.,200,Critical,Critical,Remove runtime bypass flags. Use Django's DEBUG setting only for non-security behaviour. Deploy with strict validation always on.,,,
370,1,Authentication Error,Concurrent Login From Multiple Devices Not Restricted,No session limit allows unlimited concurrent JWT sessions per user increasing breach surface.,200,Medium,Medium,Track active refresh tokens per user. Enforce a configurable maximum concurrent session limit revoking oldest on overflow.,,,
371,2,Input Validation Error,Email Field Accepts Arbitrary String Without Format Validation,Registration endpoint stores malformed email strings because serializer lacks EmailField validation.,201,Medium,Medium,Use serializers.EmailField(). Add a custom validator that normalises the address before saving.,,,
372,2,Input Validation Error,Integer Overflow on Quantity Field,Quantity parameter accepts values beyond Python int limit causing arithmetic overflow in order total calculation.,500,High,High,Add MaxValueValidator and MinValueValidator to quantity field. Validate input before arithmetic operations.,,,
373,2,Input Validation Error,File Upload Accepts Zero-Byte Files,Zero-byte files pass validation and are stored causing downstream processing errors.,200,Medium,Medium,Check file.size > 0 in custom file validator. Return 400 with descriptive message for empty files.,,,
374,2,Input Validation Error,Date Field Accepts Future Dates for Birth Year,Date of birth field allows future dates resulting in negative age calculations.,200,Medium,High,Add validator ensuring date_of_birth <= date.today(). Return validation error with clear message.,,,
375,2,Input Validation Error,URL Field Allows file:// and javascript: Schemes,URL input field only checks that a value is present not that it uses http/https scheme.,200,High,High,Use URLValidator with schemes=['http' 'https']. Reject any URL that does not start with an allowed scheme.,,,
376,2,Input Validation Error,Negative Price Value Accepted on Product Creation,Product creation endpoint accepts negative price values causing incorrect billing calculations.,201,High,High,Add MinValueValidator(0) to price field. Validate at serializer level before saving.,,,
377,2,Input Validation Error,HTML Tags Not Stripped From Free-Text Input,User-supplied HTML in bio field stored and rendered unsanitised enabling stored XSS.,200,Critical,Critical,Use bleach.clean() to strip or escape HTML tags before saving. Escape output in templates using Django auto-escaping.,,,
378,2,Input Validation Error,Phone Number Field Accepts Non-Numeric Characters,Phone number stored with dashes spaces and letters causing SMS gateway rejections.,201,Medium,Medium,Validate phone number using phonenumbers library. Normalise to E.164 format before storage.,,,
379,2,Input Validation Error,Bulk Upload CSV Not Validated Row by Row,CSV bulk upload saves all valid rows and silently drops invalid ones without reporting errors.,200,Medium,High,Validate all rows before committing any. Return a per-row error report in the response. Use atomic transaction.,,,
380,2,Input Validation Error,JSON Body Exceeds Configured Max Size Causing 500,Overly large JSON request body causes Django to raise an exception that is not caught gracefully.,500,Medium,High,Set DATA_UPLOAD_MAX_MEMORY_SIZE. Catch RequestDataTooBig and return 413 with a clear error message.,,,
381,3,Runtime/Logic Error,Division by Zero in Discount Calculation,Discount percentage calculation divides by original price which can be zero for free items.,500,High,High,Guard division with a zero-check. Return 0% discount when original price is zero. Add unit tests for edge case.,,,
382,3,Runtime/Logic Error,Off-by-One Error in Pagination Slice,Page size of 10 returns 11 items on first page due to incorrect slice boundary.,200,Medium,Medium,Fix slice to use (page-1)*size : page*size. Add unit tests for first middle and last pages.,,,
383,3,Runtime/Logic Error,NoneType Exception When Optional Field Is Missing,View accesses request.data['shipping_address'] without checking key existence causing KeyError.,500,Medium,High,Use request.data.get('shipping_address') with a default. Validate required fields in serializer before accessing in view.,,,
384,3,Runtime/Logic Error,Float Comparison Causing Incorrect Business Logic Branch,Comparing float totals with == instead of using Decimal or tolerance check causes logic branching errors.,200,High,High,Use Python Decimal for monetary comparisons. Apply tolerance when Decimal is not feasible.,,,
385,3,Runtime/Logic Error,Infinite Loop in Recursive Category Tree Traversal,Category model allows self-referential parent creating circular reference that loops indefinitely.,503,High,Critical,Add a depth limit to tree traversal. Detect cycles by tracking visited IDs. Add DB constraint preventing self-referential parent.,,,
386,3,Runtime/Logic Error,Status Machine Allows Invalid Transition,Order status updated directly without checking allowed transitions (e.g. Cancelled to Shipped).,200,High,High,Implement a state machine with explicit allowed transitions. Raise ValidationError for invalid transitions.,,,
387,3,Runtime/Logic Error,Incorrect Timezone Conversion Causes Double Offset,Timezone-aware datetime converted to local time twice resulting in timestamps offset by double the UTC difference.,200,Medium,High,Use Django's timezone.localtime() exactly once. Store all datetimes in UTC and convert only for display.,,,
388,3,Runtime/Logic Error,List Mutation During Iteration Skips Items,Removing items from a list while iterating over it causes every other item to be skipped.,200,Medium,Medium,Iterate over a copy of the list (list.copy()) or use a list comprehension to build a filtered result.,,,
389,3,Runtime/Logic Error,Mutable Default Argument in Function Signature,Function uses mutable list as default argument causing shared state across calls.,200,Medium,Medium,Replace mutable default with None default and assign inside function body.,,,
390,3,Runtime/Logic Error,String Comparison Is Case-Sensitive Causing Logic Miss,Role comparison uses == on raw strings failing for role values with different casing.,403,High,High,Normalise strings with .lower() or .upper() before comparison. Use a canonical enum for role values.,,,
391,3,Runtime/Logic Error,Incorrect Use of .update() Overwrites Nested Dict Keys,Nested configuration dict updated with .update() shallow-copies causing nested keys to be lost.,200,Medium,Medium,Use deepcopy before updating or implement a recursive merge function for nested dicts.,,,
392,3,Runtime/Logic Error,Exception Swallowed in Broad Except Block,except Exception: pass silently hides errors in critical code path making failures invisible.,200,High,High,Log the exception with logger.exception(). Re-raise or return an appropriate error response. Never use bare pass in except blocks.,,,
393,3,Runtime/Logic Error,Boolean Field Treated as String in Conditional,is_active stored as string 'True'/'False' in cache causing truthiness check to always be True.,200,High,High,Serialise booleans as JSON booleans. Use explicit comparison or cast with bool().,,,
394,3,Runtime/Logic Error,Index Error Accessing Empty Query Result,Code accesses queryset[0] without checking if queryset is empty causing IndexError.,500,Medium,Medium,Use queryset.first() which returns None on empty result. Guard None before accessing attributes.,,,
395,3,Runtime/Logic Error,Signal Handler Runs Synchronously Blocking Request,post_save signal sends email synchronously adding 2+ seconds to every save operation.,503,High,High,Move email sending inside signal to a Celery task. Use task.delay() to decouple from the request cycle.,,,
396,4,Configuration Error,Incorrect BASE_DIR Path Causes Missing Static Files,BASE_DIR computed with wrong number of .parent calls pointing to wrong project root.,404,High,High,Set BASE_DIR = Path(__file__).resolve().parent.parent. Verify with print(BASE_DIR) during debugging.,,,
397,4,Configuration Error,DATABASES Default Engine Not Overridden in Production,Default SQLite engine used in production because DATABASE_URL environment variable not loaded.,500,Critical,Critical,Load DATABASE_URL with dj-database-url. Assert database ENGINE is not SQLite in production startup check.,,,
398,4,Configuration Error,SESSION_COOKIE_AGE Too Short Causing Frequent Logouts,SESSION_COOKIE_AGE set to 300 seconds logging out active users every 5 minutes.,200,Medium,Medium,Set SESSION_COOKIE_AGE to an appropriate duration. Enable SESSION_SAVE_EVERY_REQUEST=True to reset on activity.,,,
399,4,Configuration Error,FILE_UPLOAD_TEMP_DIR Points to Non-Existent Path,Temporary upload directory path in settings does not exist causing upload failures.,500,Medium,High,Create the temp directory during deployment. Set FILE_UPLOAD_TEMP_DIR to a path that exists and is writable.,,,
400,4,Configuration Error,CACHES Timeout Set to Zero Disabling Caching,CACHES default TIMEOUT set to 0 causing all cache writes to expire immediately.,200,High,High,Set TIMEOUT to an appropriate value (e.g. 300 seconds). Override per-cache-set when shorter TTL is needed.,,,
401,4,Configuration Error,REST_FRAMEWORK DEFAULT_RENDERER Not Set for Production,BrowsableAPIRenderer enabled in production exposing interactive API UI to all users.,200,Medium,Medium,Set DEFAULT_RENDERER_CLASSES to [JSONRenderer] in production settings. Reserve BrowsableAPIRenderer for development only.,,,
402,4,Configuration Error,ATOMIC_REQUESTS Not Enabled Causing Partial Writes on Error,Database writes from a failed request are partially committed because each view runs outside a transaction.,500,High,High,Set ATOMIC_REQUESTS=True in DATABASES configuration to wrap each request in a transaction.,,,
403,4,Configuration Error,ADMINS Not Configured So 500 Errors Not Emailed,Django's email-on-error feature silently does nothing because ADMINS list is empty.,500,Medium,Medium,Set ADMINS with at least one email address. Configure EMAIL_BACKEND and SERVER_EMAIL for production.,,,
404,4,Configuration Error,INTERNAL_IPS Not Restricted Exposing Debug Toolbar in Staging,django-debug-toolbar visible to all IP addresses in staging due to INTERNAL_IPS set to wildcard.,200,High,High,Set INTERNAL_IPS to specific developer IPs or disable debug toolbar entirely in non-development environments.,,,
405,4,Configuration Error,SECURE_HSTS_SECONDS Set to Zero Disabling HSTS,SECURE_HSTS_SECONDS=0 disables HTTP Strict Transport Security even when HTTPS is used.,200,High,High,Set SECURE_HSTS_SECONDS=31536000. Enable SECURE_HSTS_INCLUDE_SUBDOMAINS and SECURE_HSTS_PRELOAD.,,,
406,4,Configuration Error,Celery ALWAYS_EAGER Enabled in Production,CELERY_TASK_ALWAYS_EAGER=True causes tasks to execute synchronously in production defeating async purpose.,503,High,High,Ensure CELERY_TASK_ALWAYS_EAGER=False in production settings. Only enable in test environments.,,,
407,4,Configuration Error,PASSWORD_HASHERS Not Configured Using Weak Default,Django using MD5PasswordHasher because PASSWORD_HASHERS list was accidentally cleared.,200,Critical,Critical,Restore PASSWORD_HASHERS with Argon2PasswordHasher or PBKDF2PasswordHasher as first entry. Run update_passwords management command.,,,
408,4,Configuration Error,AUTH_PASSWORD_VALIDATORS Empty Allowing Weak Passwords,All password validators removed from AUTH_PASSWORD_VALIDATORS allowing single-character passwords.,200,High,High,Restore default validators including MinimumLengthValidator and CommonPasswordValidator. Set minimum length to 12.,,,
409,4,Configuration Error,CONN_MAX_AGE Set to None Creating Persistent Connections Without Limit,Unlimited persistent connections exhaust PostgreSQL connection slots under sustained load.,500,High,High,Set CONN_MAX_AGE to a fixed value (e.g. 60 seconds). Use PgBouncer to manage long-lived pooling.,,,
410,4,Configuration Error,LANGUAGE_COOKIE_NAME Conflicts With Third-Party Cookie,Custom LANGUAGE_COOKIE_NAME clashes with a cookie set by analytics library causing language reset on each page.,200,Low,Medium,Choose a unique LANGUAGE_COOKIE_NAME prefixed with the application name to avoid collisions.,,,
411,5,Database Error,Missing Index on Timestamp Column Used in Range Queries,Date range queries on created_at column with no index perform sequential scans on million-row tables.,200,High,High,Add db_index=True to created_at field. Consider a BRIN index for naturally ordered time-series data in PostgreSQL.,,,
412,5,Database Error,CharField max_length Too Small Causing Truncation,CharField(max_length=50) on address field silently truncates longer values in PostgreSQL strict mode.,200,High,High,Increase max_length or use TextField. Add explicit serializer validation to reject over-length input.,,,
413,5,Database Error,Migration Applied Twice Due to Missing squashmigrations,Identical migration applied twice in different environments creating duplicate schema objects.,500,Medium,High,Run squashmigrations to consolidate. Ensure migration history table is consistent across all environments before deploying.,,,
414,5,Database Error,QuerySet .values() Returns Unexpected Extra Fields,.values() without explicit field list returns all columns including sensitive fields sent to client.,200,High,High,Always pass explicit field list to .values('id' 'name'). Never expose raw queryset values directly in API responses.,,,
415,5,Database Error,Database Sequence Out of Sync After Bulk Insert,Manual bulk insert using fixed IDs causes sequence to fall behind resulting in duplicate key errors.,500,High,High,After manual inserts run SELECT setval to sync the sequence with the current max ID.,,,
416,5,Database Error,Large Text Field Stored in Main Table Causing Row Bloat,TextField with multi-megabyte content stored inline bloating main table and slowing unrelated queries.,200,Medium,High,Move large text content to a separate related model or external object storage. Store reference/URL in main table.,,,
417,5,Database Error,Incorrect Queryset Ordering Causes Non-Deterministic Pagination,List endpoint lacks consistent ordering so cursor pagination returns duplicate or skipped rows.,200,High,High,Add an explicit order_by('id') or order_by('created_at' 'id') to guarantee deterministic ordering.,,,
418,5,Database Error,Database Trigger Conflict With Django ORM Signal,Both a PostgreSQL trigger and a Django post_save signal update the same column causing double-update race.,500,High,High,Remove the database trigger and rely solely on Django signals or vice versa. Never manage the same field in both layers.,,,
419,5,Database Error,Missing ON DELETE Behaviour on Nullable ForeignKey,Nullable ForeignKey has no on_delete set defaulting to CASCADE unexpectedly deleting child records.,500,High,Critical,Explicitly set on_delete=models.SET_NULL for nullable ForeignKeys. Review all ForeignKey on_delete values.,,,
420,5,Database Error,Unindexed Enum-Like CharField Causing Slow Filtering,Status CharField with 5 possible values lacks index causing slow queries on high-cardinality tables.,200,Medium,High,Add db_index=True. For truly low-cardinality fields with many rows consider a partial index per status value.,,,
421,5,Database Error,Boolean Filter Not Using Partial Index,Queries filtering is_published=True scan entire index including unpublished records.,200,Low,Medium,Create a partial index WHERE is_published=True. Use migrations.AddIndex with condition=Q(is_published=True).,,,
422,5,Database Error,ORM annotate() Used Incorrectly Causing Wrong Aggregation,annotate(total=Sum('amount')) used on queryset with pre-existing GROUP BY causing inflated totals.,200,High,High,Ensure queryset has no conflicting values() grouping before annotating. Test aggregation results against raw SQL.,,,
423,5,Database Error,Hard Delete Race Condition in Multi-Step Workflow,Record deleted by one request while a second concurrent request is mid-process reading it.,500,High,Critical,Use SELECT FOR UPDATE to lock row during multi-step workflows. Implement soft delete to prevent destructive races.,,,
424,5,Database Error,Missing Database Health Check in Startup Sequence,Application starts and accepts traffic before verifying the database is reachable causing 500s during cold start.,500,High,High,Add a startup health check that queries the database. Block readiness probe until DB connection succeeds.,,,
425,5,Database Error,Queryset Slicing Breaks Count Query,Using len() on a sliced queryset loads all records into memory instead of using SQL COUNT.,200,Medium,Medium,Use queryset.count() before slicing for pagination totals. Never use len() on large querysets.,,,
426,6,API Integration Error,API Response Envelope Not Unwrapped Before Processing,Third-party API wraps payload in a data key that is ignored processing the envelope instead.,500,Medium,Medium,Access response_json['data'] before processing. Add schema validation to catch unexpected response structures early.,,,
427,6,API Integration Error,Webhook Delivery Not Retried on Network Failure,Failed webhook delivery due to network timeout is not retried leaving downstream system out of sync.,503,High,High,Queue webhook deliveries in Celery with retry policy. Implement exponential backoff with a maximum retry count.,,,
428,6,API Integration Error,API Date Format Mismatch Causing Parse Error,External API returns dates in DD/MM/YYYY format while code expects YYYY-MM-DD causing ValueError.,500,Medium,High,Use datetime.strptime() with the correct format string. Document expected format and add integration tests.,,,
429,6,API Integration Error,Missing Accept Header Causes API to Return XML Instead of JSON,Outbound request omits Accept: application/json header causing some APIs to respond with XML.,500,Medium,Medium,Set Accept: application/json on all outbound API requests. Use session.headers.update() for consistency.,,,
430,6,API Integration Error,OAuth2 State Parameter Not Validated on Callback,OAuth2 callback does not validate the state parameter enabling CSRF against the OAuth flow.,302,Critical,Critical,Generate a cryptographically random state store in session and verify on callback before exchanging code for token.,,,
431,6,API Integration Error,API Credentials Rotated Without Updating All Consumers,New API key deployed to one service but old key still used by another causing 401 errors.,401,High,High,Centralise credential storage in a secrets manager. All services fetch credentials at runtime not at build time.,,,
